"record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
34193,6,15,2002,2,"PP","F",20,9,"Chaetodipus","penicillatus","Rodent","Control"
34197,6,15,2002,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
34423,7,13,2002,2,"PP","M",23,22,"Chaetodipus","penicillatus","Rodent","Control"
34425,7,13,2002,2,"PP","F",20,12,"Chaetodipus","penicillatus","Rodent","Control"
34430,7,13,2002,2,"PP","F",19,13,"Chaetodipus","penicillatus","Rodent","Control"
34432,7,13,2002,2,"PP","F",21,18,"Chaetodipus","penicillatus","Rodent","Control"
34433,7,13,2002,2,"PP","F",20,13,"Chaetodipus","penicillatus","Rodent","Control"
34434,7,13,2002,2,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Control"
34673,9,8,2002,2,"PP","",NA,NA,"Chaetodipus","penicillatus","Rodent","Control"
34773,10,5,2002,2,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Control"
34774,10,5,2002,2,"PP","F",20,18,"Chaetodipus","penicillatus","Rodent","Control"
34781,10,5,2002,2,"PP","F",22,NA,"Chaetodipus","penicillatus","Rodent","Control"
34984,11,9,2002,2,"PP","M",22,14,"Chaetodipus","penicillatus","Rodent","Control"
34988,11,9,2002,2,"PP","F",23,15,"Chaetodipus","penicillatus","Rodent","Control"
35202,12,7,2002,2,"PP","M",21,14,"Chaetodipus","penicillatus","Rodent","Control"
35401,12,29,2002,2,"PP","M",21,14,"Chaetodipus","penicillatus","Rodent","Control"
35408,12,29,2002,2,"PP","M",21,13,"Chaetodipus","penicillatus","Rodent","Control"
30738,6,3,2000,2,"SH","M",28,48,"Sigmodon","hispidus","Rodent","Control"
31111,7,22,2000,2,"SH","",NA,130,"Sigmodon","hispidus","Rodent","Control"
32044,5,26,2001,2,"SH","M",30,79,"Sigmodon","hispidus","Rodent","Control"
32165,6,25,2001,2,"SH","M",NA,92,"Sigmodon","hispidus","Rodent","Control"
32816,10,13,2001,2,"SH","F",28,101,"Sigmodon","hispidus","Rodent","Control"
33029,11,17,2001,2,"SH","M",28,65,"Sigmodon","hispidus","Rodent","Control"
33413,2,9,2002,2,"SH","F",30,57,"Sigmodon","hispidus","Rodent","Control"
33839,4,17,2002,2,"SH","M",30,79,"Sigmodon","hispidus","Rodent","Control"
34990,11,9,2002,2,"SH","M",31,NA,"Sigmodon","hispidus","Rodent","Control"
30912,7,1,2000,2,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
31213,8,25,2000,2,"OT","F",21,32,"Onychomys","torridus","Rodent","Control"
31384,9,30,2000,2,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
31388,9,30,2000,2,"OT","F",20,30,"Onychomys","torridus","Rodent","Control"
31519,11,25,2000,2,"OT","M",20,26,"Onychomys","torridus","Rodent","Control"
31521,11,25,2000,2,"OT","F",20,30,"Onychomys","torridus","Rodent","Control"
31627,12,22,2000,2,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
31628,12,22,2000,2,"OT","M",19,28,"Onychomys","torridus","Rodent","Control"
31630,12,22,2000,2,"OT","F",20,28,"Onychomys","torridus","Rodent","Control"
31715,1,21,2001,2,"OT","M",20,27,"Onychomys","torridus","Rodent","Control"
32383,8,25,2001,2,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
32384,8,25,2001,2,"OT","M",21,23,"Onychomys","torridus","Rodent","Control"
32385,8,25,2001,2,"OT","F",21,31,"Onychomys","torridus","Rodent","Control"
32389,8,25,2001,2,"OT","M",21,26,"Onychomys","torridus","Rodent","Control"
32390,8,25,2001,2,"OT","F",21,23,"Onychomys","torridus","Rodent","Control"
32598,9,22,2001,2,"OT","M",20,24,"Onychomys","torridus","Rodent","Control"
32602,9,22,2001,2,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
32818,10,13,2001,2,"OT","M",20,26,"Onychomys","torridus","Rodent","Control"
32820,10,13,2001,2,"OT","M",20,21,"Onychomys","torridus","Rodent","Control"
32821,10,13,2001,2,"OT","M",20,22,"Onychomys","torridus","Rodent","Control"
32823,10,13,2001,2,"OT","M",20,26,"Onychomys","torridus","Rodent","Control"
32829,10,13,2001,2,"OT","M",20,22,"Onychomys","torridus","Rodent","Control"
33028,11,17,2001,2,"OT","M",20,21,"Onychomys","torridus","Rodent","Control"
33033,11,17,2001,2,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
33227,12,15,2001,2,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
33229,12,15,2001,2,"OT","M",20,23,"Onychomys","torridus","Rodent","Control"
33326,1,12,2002,2,"OT","F",20,26,"Onychomys","torridus","Rodent","Control"
33327,1,12,2002,2,"OT","M",20,24,"Onychomys","torridus","Rodent","Control"
33328,1,12,2002,2,"OT","F",21,22,"Onychomys","torridus","Rodent","Control"
33332,1,12,2002,2,"OT","F",20,18,"Onychomys","torridus","Rodent","Control"
33333,1,12,2002,2,"OT","M",20,25,"Onychomys","torridus","Rodent","Control"
33334,1,12,2002,2,"OT","F",20,22,"Onychomys","torridus","Rodent","Control"
33585,3,13,2002,2,"OT","F",20,23,"Onychomys","torridus","Rodent","Control"
33838,4,17,2002,2,"OT","F",20,25,"Onychomys","torridus","Rodent","Control"
33840,4,17,2002,2,"OT","M",21,29,"Onychomys","torridus","Rodent","Control"
33952,5,15,2002,2,"OT","F",20,27,"Onychomys","torridus","Rodent","Control"
34983,11,9,2002,2,"OT","F",21,24,"Onychomys","torridus","Rodent","Control"
35204,12,7,2002,2,"OT","M",19,19,"Onychomys","torridus","Rodent","Control"
35395,12,29,2002,2,"OT","M",19,23,"Onychomys","torridus","Rodent","Control"
30171,1,8,2000,2,"DO","M",36,52,"Dipodomys","ordii","Rodent","Control"
30173,1,8,2000,2,"DO","F",35,54,"Dipodomys","ordii","Rodent","Control"
30303,2,5,2000,2,"DO","F",36,52,"Dipodomys","ordii","Rodent","Control"
30305,2,5,2000,2,"DO","M",37,54,"Dipodomys","ordii","Rodent","Control"
30442,3,4,2000,2,"DO","F",NA,66,"Dipodomys","ordii","Rodent","Control"
30612,4,30,2000,2,"DO","F",34,42,"Dipodomys","ordii","Rodent","Control"
30739,6,3,2000,2,"DO","M",34,31,"Dipodomys","ordii","Rodent","Control"
33030,11,17,2001,2,"DO","F",35,46,"Dipodomys","ordii","Rodent","Control"
33230,12,15,2001,2,"DO","M",35,45,"Dipodomys","ordii","Rodent","Control"
33233,12,15,2001,2,"DO","M",36,52,"Dipodomys","ordii","Rodent","Control"
33330,1,12,2002,2,"DO","M",35,51,"Dipodomys","ordii","Rodent","Control"
33335,1,12,2002,2,"DO","F",36,46,"Dipodomys","ordii","Rodent","Control"
33406,2,9,2002,2,"DO","F",36,49,"Dipodomys","ordii","Rodent","Control"
33407,2,9,2002,2,"DO","M",35,52,"Dipodomys","ordii","Rodent","Control"
33582,3,13,2002,2,"DO","M",36,56,"Dipodomys","ordii","Rodent","Control"
33587,3,13,2002,2,"DO","F",36,55,"Dipodomys","ordii","Rodent","Control"
33835,4,17,2002,2,"DO","F",35,38,"Dipodomys","ordii","Rodent","Control"
33836,4,17,2002,2,"DO","F",36,50,"Dipodomys","ordii","Rodent","Control"
33960,5,15,2002,2,"DO","M",37,52,"Dipodomys","ordii","Rodent","Control"
33961,5,15,2002,2,"DO","F",36,NA,"Dipodomys","ordii","Rodent","Control"
34431,7,13,2002,2,"DO","M",36,49,"Dipodomys","ordii","Rodent","Control"
34779,10,5,2002,2,"OL","M",20,27,"Onychomys","leucogaster","Rodent","Control"
30435,3,4,2000,2,"RM","F",17,13,"Reithrodontomys","megalotis","Rodent","Control"
31518,11,25,2000,2,"RM","M",18,12,"Reithrodontomys","megalotis","Rodent","Control"
31716,1,21,2001,2,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Control"
33405,2,9,2002,2,"RM","M",19,8,"Reithrodontomys","megalotis","Rodent","Control"
35402,12,29,2002,2,"RO","F",15,12,"Reithrodontomys","montanus","Rodent","Control"
30169,1,8,2000,2,"PB","F",25,24,"Chaetodipus","baileyi","Rodent","Control"
30176,1,8,2000,2,"PB","M",26,27,"Chaetodipus","baileyi","Rodent","Control"
30297,2,5,2000,2,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Control"
30298,2,5,2000,2,"PB","M",26,46,"Chaetodipus","baileyi","Rodent","Control"
30299,2,5,2000,2,"PB","F",25,29,"Chaetodipus","baileyi","Rodent","Control"
30300,2,5,2000,2,"PB","F",26,42,"Chaetodipus","baileyi","Rodent","Control"
30433,3,4,2000,2,"PB","F",26,42,"Chaetodipus","baileyi","Rodent","Control"
30436,3,4,2000,2,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Control"
30437,3,4,2000,2,"PB","M",26,47,"Chaetodipus","baileyi","Rodent","Control"
30438,3,4,2000,2,"PB","F",27,42,"Chaetodipus","baileyi","Rodent","Control"
30440,3,4,2000,2,"PB","F",25,26,"Chaetodipus","baileyi","Rodent","Control"
30441,3,4,2000,2,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Control"
30607,4,30,2000,2,"PB","M",26,45,"Chaetodipus","baileyi","Rodent","Control"
30610,4,30,2000,2,"PB","F",25,31,"Chaetodipus","baileyi","Rodent","Control"
30611,4,30,2000,2,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Control"
30731,6,3,2000,2,"PB","M",26,18,"Chaetodipus","baileyi","Rodent","Control"
30732,6,3,2000,2,"PB","M",27,43,"Chaetodipus","baileyi","Rodent","Control"
30734,6,3,2000,2,"PB","M",27,29,"Chaetodipus","baileyi","Rodent","Control"
30735,6,3,2000,2,"PB","M",27,27,"Chaetodipus","baileyi","Rodent","Control"
30736,6,3,2000,2,"PB","F",25,33,"Chaetodipus","baileyi","Rodent","Control"
30737,6,3,2000,2,"PB","F",26,40,"Chaetodipus","baileyi","Rodent","Control"
30910,7,1,2000,2,"PB","M",26,21,"Chaetodipus","baileyi","Rodent","Control"
30911,7,1,2000,2,"PB","M",26,46,"Chaetodipus","baileyi","Rodent","Control"
30914,7,1,2000,2,"PB","F",25,38,"Chaetodipus","baileyi","Rodent","Control"
30916,7,1,2000,2,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Control"
30917,7,1,2000,2,"PB","M",25,25,"Chaetodipus","baileyi","Rodent","Control"
30918,7,1,2000,2,"PB","M",27,24,"Chaetodipus","baileyi","Rodent","Control"
30919,7,1,2000,2,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Control"
30920,7,1,2000,2,"PB","F",25,19,"Chaetodipus","baileyi","Rodent","Control"
31104,7,22,2000,2,"PB","M",27,47,"Chaetodipus","baileyi","Rodent","Control"
31105,7,22,2000,2,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Control"
31109,7,22,2000,2,"PB","F",26,25,"Chaetodipus","baileyi","Rodent","Control"
31110,7,22,2000,2,"PB","M",26,29,"Chaetodipus","baileyi","Rodent","Control"
31205,8,25,2000,2,"PB","M",27,48,"Chaetodipus","baileyi","Rodent","Control"
31206,8,25,2000,2,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Control"
31210,8,25,2000,2,"PB","M",27,31,"Chaetodipus","baileyi","Rodent","Control"
31212,8,25,2000,2,"PB","M",26,32,"Chaetodipus","baileyi","Rodent","Control"
31216,8,25,2000,2,"PB","M",27,32,"Chaetodipus","baileyi","Rodent","Control"
31381,9,30,2000,2,"PB","M",26,43,"Chaetodipus","baileyi","Rodent","Control"
31382,9,30,2000,2,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Control"
31383,9,30,2000,2,"PB","M",27,33,"Chaetodipus","baileyi","Rodent","Control"
31385,9,30,2000,2,"PB","M",26,31,"Chaetodipus","baileyi","Rodent","Control"
31390,9,30,2000,2,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Control"
31513,11,25,2000,2,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Control"
31514,11,25,2000,2,"PB","M",27,33,"Chaetodipus","baileyi","Rodent","Control"
31626,12,22,2000,2,"PB","M",26,38,"Chaetodipus","baileyi","Rodent","Control"
31629,12,22,2000,2,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Control"
31631,12,22,2000,2,"PB","M",26,34,"Chaetodipus","baileyi","Rodent","Control"
31719,1,21,2001,2,"PB","M",26,42,"Chaetodipus","baileyi","Rodent","Control"
31720,1,21,2001,2,"PB","M",27,41,"Chaetodipus","baileyi","Rodent","Control"
31793,3,3,2001,2,"PB","M",26,41,"Chaetodipus","baileyi","Rodent","Control"
31857,3,24,2001,2,"PB","M",26,40,"Chaetodipus","baileyi","Rodent","Control"
32166,6,25,2001,2,"PB","M",27,36,"Chaetodipus","baileyi","Rodent","Control"
32382,8,25,2001,2,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Control"
32600,9,22,2001,2,"PB","M",27,40,"Chaetodipus","baileyi","Rodent","Control"
32603,9,22,2001,2,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Control"
32825,10,13,2001,2,"PB","M",27,41,"Chaetodipus","baileyi","Rodent","Control"
32826,10,13,2001,2,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Control"
33031,11,17,2001,2,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Control"
33037,11,17,2001,2,"PB","M",28,41,"Chaetodipus","baileyi","Rodent","Control"
33038,11,17,2001,2,"PB","F",26,35,"Chaetodipus","baileyi","Rodent","Control"
33039,11,17,2001,2,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Control"
33235,12,15,2001,2,"PB","M",28,43,"Chaetodipus","baileyi","Rodent","Control"
33236,12,15,2001,2,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Control"
33337,1,12,2002,2,"PB","M",28,47,"Chaetodipus","baileyi","Rodent","Control"
33338,1,12,2002,2,"PB","F",26,30,"Chaetodipus","baileyi","Rodent","Control"
33404,2,9,2002,2,"PB","M",27,54,"Chaetodipus","baileyi","Rodent","Control"
33408,2,9,2002,2,"PB","M",28,41,"Chaetodipus","baileyi","Rodent","Control"
33409,2,9,2002,2,"PB","M",27,49,"Chaetodipus","baileyi","Rodent","Control"
33414,2,9,2002,2,"PB","F",27,31,"Chaetodipus","baileyi","Rodent","Control"
33588,3,13,2002,2,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Control"
33834,4,17,2002,2,"PB","F",26,34,"Chaetodipus","baileyi","Rodent","Control"
33841,4,17,2002,2,"PB","M",27,42,"Chaetodipus","baileyi","Rodent","Control"
33954,5,15,2002,2,"PB","M",26,17,"Chaetodipus","baileyi","Rodent","Control"
33955,5,15,2002,2,"PB","F",25,19,"Chaetodipus","baileyi","Rodent","Control"
33956,5,15,2002,2,"PB","F",26,41,"Chaetodipus","baileyi","Rodent","Control"
33962,5,15,2002,2,"PB","F",26,19,"Chaetodipus","baileyi","Rodent","Control"
33964,5,15,2002,2,"PB","F",27,34,"Chaetodipus","baileyi","Rodent","Control"
34195,6,15,2002,2,"PB","M",28,32,"Chaetodipus","baileyi","Rodent","Control"
